,car_name,brand,model,Age_of_vehicle,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
13935,Toyota Innova,Toyota,Innova,16,79000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,2.65,24.861428571428572
13936,Hyundai i20,Hyundai,i20,8,80000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,4.5,11.17
13938,Hyundai i20,Hyundai,i20,6,34000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,6.8,11.415
13939,Maruti Swift Dzire,Maruti,Swift Dzire,7,58000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,4.5,8.329472891566265
13940,Maruti Wagon R,Maruti,Wagon R,15,80000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,0.95,5.95
13941,Mahindra XUV500,Mahindra,XUV500,11,64345.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,4.9,19.91
13942,Hyundai Verna,Hyundai,Verna,5,3700.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,12.2,15.69
13943,Hyundai i20,Hyundai,i20,11,41890.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.0,10.72
13945,Datsun RediGO,Datsun,RediGO,6,20000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.25,4.285
13946,Skoda Rapid,Skoda,Rapid,8,54000.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,6.5,12.28091836734694
13947,Maruti Vitara,Maruti,Vitara,6,33000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.75,10.815
13948,Ford Ecosport,Ford,Ecosport,10,67234.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.0,11.718629283489095
13949,Honda City,Honda,City,13,75000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.65,14.74
13951,Datsun GO,Datsun,GO,8,19000.0,Dealer,Petrol,Manual,20.63,1198.0,67.06,5.0,2.61,5.83
13952,Honda City,Honda,City,8,57000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25,16.17
13953,Maruti Ertiga,Maruti,Ertiga,4,25000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,10.75,10.45789156626506
13954,Renault Duster,Renault,Duster,9,157000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,5.5,14.16888888888889
13956,Honda City,Honda,City,6,41000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.5,14.74
13958,Maruti Baleno,Maruti,Baleno,3,2000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.75,8.55
13959,Honda City,Honda,City,13,86245.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.05,14.305
13960,Maruti Swift Dzire,Maruti,Swift Dzire,9,55837.0,Dealer,Petrol,Manual,17.5,1197.0,85.8,5.0,4.15,8.24
13963,Honda City,Honda,City,11,52000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,4.1,14.74
13965,Ford Ecosport,Ford,Ecosport,10,89005.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.5,11.718629283489095
13967,Maruti Wagon R,Maruti,Wagon R,3,9000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,5.45,6.185586145648313
13969,Hyundai Grand,Hyundai,Grand,9,75000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.9,7.071195054945055
13970,Isuzu D-Max,Isuzu,D-Max,6,61000.0,Individual,Diesel,Manual,12.4,2499.0,134.0,5.0,11.0,21.34
13971,Maruti Alto,Maruti,Alto,8,29437.0,Trustmark Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.65,3.885
13972,Maruti Swift,Maruti,Swift,5,69785.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,5.9,7.575
13973,Maruti Swift,Maruti,Swift,8,75000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25,7.746715686274511
13975,Maruti Baleno,Maruti,Baleno,6,51000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.65,8.55
13976,Hyundai Grand,Hyundai,Grand,8,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.9,7.071195054945055
13977,Maruti Swift Dzire,Maruti,Swift Dzire,8,80000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.65,8.329472891566265
13979,Volkswagen Vento,Volkswagen,Vento,12,41000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.25,13.099999999999998
13983,Maruti Swift Dzire,Maruti,Swift Dzire,12,120000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,1.8,8.329472891566265
13985,Maruti Celerio,Maruti,Celerio,5,47000.0,Dealer,Petrol,Automatic,21.63,998.0,67.05,5.0,5.25,5.983255208333333
13986,Mahindra XUV500,Mahindra,XUV500,9,120000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,6.0,19.91
13987,Honda City,Honda,City,11,72000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,4.5,15.1924613003096
13988,Maruti Swift,Maruti,Swift,5,31000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.65,7.51
13989,Honda Amaze,Honda,Amaze,5,17511.0,Dealer,Petrol,Automatic,19.0,1199.0,88.76,5.0,6.16,8.47
13991,Maruti Celerio,Maruti,Celerio,8,20934.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,3.6,5.983255208333333
13994,Hyundai Grand,Hyundai,Grand,7,29250.0,Trustmark Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,4.45,6.525
13995,Hyundai i20,Hyundai,i20,4,4800.0,Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,6.6,10.810042134831459
13996,Ford Ecosport,Ford,Ecosport,4,19323.0,Dealer,Petrol,Manual,17.0,1497.0,121.31,5.0,9.85,11.16
13999,Honda Amaze,Honda,Amaze,4,14000.0,Dealer,Petrol,Automatic,19.0,1199.0,88.76,5.0,7.6,8.47
14000,Honda Jazz,Honda,Jazz,5,27032.0,Dealer,Petrol,Automatic,18.2,1199.0,88.7,5.0,6.95,9.74
14001,Ford Figo,Ford,Figo,13,110000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,1.5,9.21
14002,Mahindra Thar,Mahindra,Thar,8,40000.0,Dealer,Diesel,Manual,18.06,2523.0,63.0,7.0,6.5,15.835
14003,Maruti Baleno,Maruti,Baleno,8,70000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.5,8.69356846473029
14006,Honda Amaze,Honda,Amaze,8,57000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.9,9.339840255591055
14007,Toyota Innova,Toyota,Innova,6,25000.0,Dealer,Petrol,Automatic,10.75,2694.0,163.7,7.0,17.5,23.315
14008,Skoda Rapid,Skoda,Rapid,10,75000.0,Dealer,Diesel,Manual,20.5,1598.0,103.6,5.0,3.5,12.28091836734694
14009,Maruti Swift,Maruti,Swift,7,62235.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,4.96,7.746715686274511
14011,Honda Amaze,Honda,Amaze,9,58500.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.48,10.07
14012,Skoda Rapid,Skoda,Rapid,9,51000.0,Dealer,Diesel,Manual,21.14,1498.0,103.52,5.0,4.6,12.28091836734694
14014,Volkswagen Polo,Volkswagen,Polo,8,44000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,5.25,9.09
14015,Volkswagen Vento,Volkswagen,Vento,7,65000.0,Dealer,Diesel,Automatic,21.5,1498.0,108.5,5.0,5.95,13.294659090909091
14016,Skoda Rapid,Skoda,Rapid,6,60000.0,Dealer,Diesel,Automatic,21.72,1498.0,108.6,5.0,6.9,12.28091836734694
14017,Maruti Swift Dzire,Maruti,Swift Dzire,5,60000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.27,8.329472891566265
14018,Honda Amaze,Honda,Amaze,7,46000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,4.25,8.47
14019,Honda City,Honda,City,12,50000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.49,14.305
14021,Hyundai i20,Hyundai,i20,6,65609.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,6.0,11.415
14022,Maruti Ciaz,Maruti,Ciaz,5,31000.0,Dealer,Petrol,Automatic,20.28,1462.0,103.25,5.0,8.9,11.52
14023,Volkswagen Polo,Volkswagen,Polo,9,71000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,3.3,9.065
14024,Hyundai i20,Hyundai,i20,11,53493.0,Dealer,Petrol,Manual,18.5,1197.0,82.85,5.0,3.5,10.72
14025,Maruti Swift Dzire,Maruti,Swift Dzire,11,80000.0,Individual,Petrol,Manual,17.5,1197.0,85.8,5.0,4.0,8.24
14026,Honda City,Honda,City,14,70000.0,Individual,Petrol,Automatic,16.8,1497.0,118.0,5.0,2.8,14.74
14027,Mahindra Scorpio,Mahindra,Scorpio,8,45000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,9.5,17.309853556485354
14028,Hyundai Grand,Hyundai,Grand,8,46497.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.85,7.071195054945055
14029,Hyundai i20,Hyundai,i20,11,55000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.65,10.72
14030,Ford Ecosport,Ford,Ecosport,7,65000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,5.3,11.965
14031,Honda City,Honda,City,14,45000.0,Dealer,Petrol,Automatic,16.8,1497.0,116.4,5.0,2.95,14.74
14032,Maruti Wagon R,Maruti,Wagon R,14,63000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,1.25,5.95
14034,Maruti Ciaz,Maruti,Ciaz,7,89000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.8,11.595719424460432
14035,Maruti Swift Dzire,Maruti,Swift Dzire,5,20000.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,7.25,8.24
14036,Maruti Baleno,Maruti,Baleno,4,10000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.25,8.475
14037,Hyundai Elantra,Hyundai,Elantra,9,62000.0,Dealer,Diesel,Automatic,14.62,1493.0,113.42,5.0,6.9,23.57
14038,Hyundai Verna,Hyundai,Verna,9,68000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.75,15.69
14039,Honda City,Honda,City,9,51000.0,Dealer,Diesel,Manual,24.1,1498.0,97.9,5.0,4.9,16.17
14040,Renault Duster,Renault,Duster,10,57000.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.25,14.16888888888889
14041,Hyundai Grand,Hyundai,Grand,6,37079.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.4,6.525
14044,Maruti Swift Dzire,Maruti,Swift Dzire,5,22251.0,Trustmark Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,6.0,8.24
14045,Maruti Vitara,Maruti,Vitara,4,20500.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,9.15,10.815
14046,Hyundai Creta,Hyundai,Creta,5,55000.0,Dealer,Diesel,Manual,22.1,1396.0,88.7,5.0,9.2,16.83
14047,Honda City,Honda,City,13,65000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.5,14.74
14048,Kia Seltos,Kia,Seltos,4,7982.0,Dealer,Petrol,Manual,16.8,1497.0,113.4,5.0,11.8,15.89
14049,Maruti Wagon R,Maruti,Wagon R,10,63000.0,Dealer,CNG,Manual,32.52,998.0,58.33,5.0,2.5,6.02
14053,Hyundai Creta,Hyundai,Creta,7,40000.0,Individual,Diesel,Automatic,17.01,1582.0,126.2,5.0,10.5,16.83
14054,Honda Amaze,Honda,Amaze,8,25000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,3.9,8.47
14055,Maruti Swift,Maruti,Swift,9,72000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,3.85,7.746715686274511
14056,Honda Amaze,Honda,Amaze,9,87200.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.85,9.339840255591055
14057,Maruti Baleno,Maruti,Baleno,6,46982.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.72,8.55
14059,Maruti Ignis,Maruti,Ignis,4,15000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,5.0,7.005
14060,Skoda Rapid,Skoda,Rapid,7,49000.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,6.6,12.28091836734694
14064,Hyundai i20,Hyundai,i20,6,37999.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.4,10.810042134831459
14065,Honda Amaze,Honda,Amaze,9,53589.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.5,9.339840255591055
14068,Tata Tigor,Tata,Tigor,5,17206.0,Dealer,Petrol,Automatic,20.3,1199.0,84.0,5.0,5.65,7.77
14069,Honda City,Honda,City,9,52643.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25,15.675
14071,Hyundai Verna,Hyundai,Verna,12,29800.0,Dealer,Diesel,Manual,16.2,1493.0,110.0,5.0,2.25,15.69
14073,Tata Tigor,Tata,Tigor,4,40000.0,Dealer,Diesel,Manual,24.7,1047.0,69.0,5.0,5.29,7.541666666666668
14076,Datsun GO,Datsun,GO,6,15759.0,Dealer,Petrol,Manual,19.02,1198.0,67.05,5.0,2.6,5.875
14077,Hyundai i20,Hyundai,i20,8,56000.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,5.85,10.810042134831459
14078,Honda City,Honda,City,9,44000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.35,16.17
14080,Ford Ecosport,Ford,Ecosport,7,78648.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,5.96,11.965
14082,Ford Ecosport,Ford,Ecosport,7,100000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,6.0,11.965
14084,Maruti Celerio,Maruti,Celerio,9,53412.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,3.0,5.595
14085,Hyundai i20,Hyundai,i20,5,10080.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,7.2,10.72
14087,Ford Ecosport,Ford,Ecosport,5,33000.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,9.5,11.965
14088,Hyundai Santro,Hyundai,Santro,10,55000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,2.25,6.399390243902439
14090,Mahindra Scorpio,Mahindra,Scorpio,9,100000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,8.25,17.45
14091,Ford Figo,Ford,Figo,10,80000.0,Individual,Diesel,Manual,20.0,1399.0,68.05,5.0,1.93,8.954999999999998
14093,Maruti Ciaz,Maruti,Ciaz,6,21000.0,Dealer,Diesel,Manual,26.32,1498.0,93.87,5.0,6.25,11.595719424460432
14095,Ford Ecosport,Ford,Ecosport,9,28000.0,Dealer,Petrol,Manual,15.8,1499.0,110.0,5.0,5.65,11.16
14096,Hyundai i20,Hyundai,i20,5,23000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.95,10.72
14097,Maruti Celerio,Maruti,Celerio,5,41000.0,Dealer,Petrol,Manual,21.63,998.0,67.04,5.0,4.0,5.595
14099,Hyundai i20,Hyundai,i20,11,65000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.2,10.810042134831459
14102,Mahindra Scorpio,Mahindra,Scorpio,8,59999.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,8.45,17.309853556485354
14103,Hyundai i20,Hyundai,i20,6,23082.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.25,10.72
14104,Volkswagen Polo,Volkswagen,Polo,6,35000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,7.5,9.065
14105,Mahindra XUV500,Mahindra,XUV500,6,50000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,13.0,19.91
14107,Maruti Vitara,Maruti,Vitara,6,63000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5,10.815
14108,Honda Jazz,Honda,Jazz,7,38739.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,5.75,10.077314814814814
14109,Ford Ecosport,Ford,Ecosport,8,80000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,5.85,11.68
14110,Skoda Rapid,Skoda,Rapid,10,60000.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,2.8,12.28091836734694
14111,Hyundai Venue,Hyundai,Venue,4,10000.0,Dealer,Petrol,Manual,18.27,998.0,118.35,5.0,8.7,10.905
14113,Hyundai Verna,Hyundai,Verna,6,30000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,8.8,13.53
14114,Maruti Vitara,Maruti,Vitara,3,1000.0,Dealer,Petrol,Manual,17.03,1462.0,103.26,5.0,10.5,10.73
14115,Honda WR-V,Honda,WR-V,6,5000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,7.9,10.255
14117,Maruti Alto,Maruti,Alto,12,60000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,1.95,4.112027027027027
14119,Ford Ecosport,Ford,Ecosport,4,17000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,9.25,11.965
14120,Maruti Ciaz,Maruti,Ciaz,8,57000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,4.9,11.52
14121,Maruti Alto,Maruti,Alto,10,38000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,1.9,3.885
14122,Tata Nexon,Tata,Nexon,6,34000.0,Dealer,Petrol,Manual,17.0,1199.0,118.3,5.0,6.9,11.1
14124,Maruti Wagon R,Maruti,Wagon R,10,61154.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,2.55,6.065
14127,Ford Ecosport,Ford,Ecosport,7,31000.0,Dealer,Petrol,Manual,15.9,1496.0,120.69,5.0,6.75,11.16
14128,Mahindra XUV500,Mahindra,XUV500,11,58455.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,4.5,20.01618556701031
14129,Maruti Wagon R,Maruti,Wagon R,6,25396.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,4.1,5.95
14130,Hyundai i20,Hyundai,i20,5,12000.0,Dealer,Petrol,Automatic,17.4,1197.0,81.86,5.0,8.45,10.24
14131,Honda City,Honda,City,12,65000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.5,14.74
14132,Ford Figo,Ford,Figo,12,120000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,1.5,8.954999999999998
14133,Maruti Swift Dzire,Maruti,Swift Dzire,6,48000.0,Dealer,Petrol,Manual,19.0,1197.0,85.8,5.0,4.75,6.345
14134,Maruti Alto,Maruti,Alto,10,68450.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.45,3.885
14135,Ford Ecosport,Ford,Ecosport,9,43000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.4,11.965
14136,Ford Ecosport,Ford,Ecosport,7,53000.0,Dealer,Petrol,Automatic,16.05,1499.0,110.4,5.0,6.8,11.718629283489095
14138,Maruti Swift,Maruti,Swift,10,26000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,3.65,7.746715686274511
14139,Maruti Swift,Maruti,Swift,10,51405.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,3.45,7.746715686274511
14140,Honda City,Honda,City,17,50000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,3.0,14.74
14142,Maruti Ciaz,Maruti,Ciaz,6,56000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.65,11.595719424460432
14144,Volkswagen Polo,Volkswagen,Polo,9,80000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,3.25,9.283830409356725
14146,Maruti Vitara,Maruti,Vitara,6,70000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.0,10.815
14147,Hyundai Grand,Hyundai,Grand,6,60000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,4.5,6.585
14148,Maruti Wagon R,Maruti,Wagon R,6,55271.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,3.65,6.185586145648313
14149,Mahindra XUV500,Mahindra,XUV500,4,16000.0,Dealer,Diesel,Automatic,15.1,2179.0,152.87,7.0,15.0,19.91
14150,Hyundai Grand,Hyundai,Grand,8,49000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.7,7.071195054945055
14152,Maruti Swift,Maruti,Swift,10,147000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.5,7.746715686274511
14155,Maruti Ertiga,Maruti,Ertiga,7,45700.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,6.5,10.45789156626506
14156,Renault KWID,Renault,KWID,7,12000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,2.75,4.605
14158,Honda City,Honda,City,6,42000.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,8.8,14.74
14159,Hyundai Grand,Hyundai,Grand,9,41000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,3.55,6.525
14160,Honda City,Honda,City,6,45000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,9.9,14.74
14163,Skoda Rapid,Skoda,Rapid,9,62000.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,3.45,12.28091836734694
14164,Hyundai Santro,Hyundai,Santro,12,64000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,2.1,6.399390243902439
14166,Hyundai i10,Hyundai,i10,11,65000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.35,7.138266666666667
14167,Maruti Alto,Maruti,Alto,15,92000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.15,4.112027027027027
14169,Maruti Vitara,Maruti,Vitara,6,62000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.5,10.815
14172,Renault Duster,Renault,Duster,9,101895.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.12,14.16888888888889
14173,Maruti Dzire ZXI,Maruti,Dzire ZXI,8,41021.0,Dealer,Petrol,Manual,23.26,1197.0,88.5,5.0,5.0,8.24
14176,Hyundai Verna,Hyundai,Verna,10,62485.0,Dealer,Petrol,Manual,17.1,1591.0,121.3,5.0,4.45,13.53
14177,Hyundai i10,Hyundai,i10,13,45000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.9,6.525
14178,Toyota Innova,Toyota,Innova,13,120000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,5.11,24.861428571428572
14179,Honda City,Honda,City,6,72000.0,Dealer,Diesel,Manual,25.1,1498.0,98.6,5.0,8.5,16.17
14181,Ford Ecosport,Ford,Ecosport,7,35000.0,Dealer,Petrol,Automatic,16.05,1499.0,110.4,5.0,7.21,11.095
14182,Hyundai i10,Hyundai,i10,14,52000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,1.9,7.138266666666667
14183,Honda City,Honda,City,8,69000.0,Dealer,Diesel,Manual,24.1,1498.0,103.56,5.0,6.01,16.17
14184,Hyundai Verna,Hyundai,Verna,10,64001.0,Dealer,Petrol,Automatic,17.01,1591.0,121.4,5.0,4.49,13.53
14185,Maruti Swift,Maruti,Swift,6,40000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.15,7.51
14186,Hyundai Grand,Hyundai,Grand,9,29000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,3.85,7.071195054945055
14187,Honda City,Honda,City,6,40000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5.0,9.4,14.74
14188,Hyundai Grand,Hyundai,Grand,5,41000.0,Dealer,CNG,Manual,18.9,1197.0,65.39,5.0,4.7,7.071195054945055
14189,Volkswagen Polo,Volkswagen,Polo,11,62000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,2.25,9.283830409356725
14190,Maruti Vitara,Maruti,Vitara,6,57000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.25,10.815
14192,Maruti Swift,Maruti,Swift,8,52000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,4.15,7.746715686274511
14195,Volkswagen Vento,Volkswagen,Vento,12,90000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,3.5,13.294659090909091
14196,Hyundai i10,Hyundai,i10,10,20000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,3.0,7.138266666666667
14197,Volkswagen Polo,Volkswagen,Polo,10,46000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,3.65,9.065
14198,Toyota Innova,Toyota,Innova,9,34000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,8.25,24.861428571428572
14199,Tata Harrier,Tata,Harrier,3,5125.0,Dealer,Diesel,Manual,17.0,1956.0,167.67,5.0,16.5,20.875
14200,Hyundai Creta,Hyundai,Creta,7,52000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,9.5,16.307285714285715
14201,Renault KWID,Renault,KWID,6,36000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.2,5.067586206896552
14202,Volkswagen Vento,Volkswagen,Vento,9,74832.0,Dealer,Diesel,Automatic,21.21,1498.0,103.2,5.0,3.73,13.294659090909091
14204,Honda Amaze,Honda,Amaze,9,60000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.42,10.07
14205,Maruti Wagon R,Maruti,Wagon R,5,38000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,4.15,6.005
14207,Maruti Alto,Maruti,Alto,7,35286.0,Dealer,Petrol,Automatic,23.95,998.0,67.05,5.0,3.31,4.112027027027027
14208,Maruti Baleno,Maruti,Baleno,6,58000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,6.0,8.69356846473029
14210,Hyundai i20,Hyundai,i20,7,40000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.0,10.72
14212,Maruti Swift Dzire,Maruti,Swift Dzire,11,120000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,3.25,8.329472891566265
14214,Hyundai Verna,Hyundai,Verna,11,72545.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.25,15.69
14215,Hyundai i10,Hyundai,i10,12,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.1,7.138266666666667
14217,Hyundai Grand,Hyundai,Grand,9,65000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.99,6.76
14218,Honda Amaze,Honda,Amaze,10,75000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.5,10.07
14219,Maruti Celerio,Maruti,Celerio,7,12957.0,Trustmark Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,4.0,5.595
14221,Maruti Swift,Maruti,Swift,7,28000.0,Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,4.4,7.51
14222,Honda Amaze,Honda,Amaze,8,15000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,5.25,9.97
14223,Honda City,Honda,City,8,40212.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.5,14.715
